review,sentiment
"I like Ali G's show, I believe the guy has comedic instinct, but hasn't (yet) developed it to a talent.<br /><br />The movie is a little worse than I was expecting. I don't find Ali-G offensive, just stupid. Jokes for 5-year olds, some good, some terrible.<br /><br />If you want to watch a movie that seems ""offensive"", but is actually funny, see Tom Green's 'Freddy Got Fingered'.<br /><br />2/10",0
"I am from Texas and my family vacationed a couple of years ago to Sante Fe with my brother. He suggested we go to see the church with the staircase. I was absolutely blown away by the miracles that took place there. The movie is great - Barbara Hershey and William Petersen were perfect for the parts they played. It is amazing, absolutely amazing. If you have not seen the staircase in person, it is worth the trip to go see it. The wood is beautiful and the architecture is astounding. Just being in the chapel gives me goose bumps! To read about the history of the chapel, and then to see its beauty is breathtaking. See the movie - it is GREAT! Then see the staircase in person!",1
"This film is so bad and gets worse in every imaginable fashion. Its not just the poor acting and script nor is it the lame and perverse time one wastes on watching it. What really puts this film in my hall of shame is the apparent struggling that the writers and producers do with the film to try and make it funny. The actress replacing Jean Reno's descendant is to old and learned her lesson in the first film so they add a new girl who is to be married. Nearly all of the original extras and gags return however this time makes me want to ripe my eyes out of my sockets because it's a waste of perfectly good film. The torture of the constant camera cuts and shots in any scene in this movie can put the viewer into violent convolutions. This second film takes the successful original and drags it out of its coffin and parades the corpse out in the public square and perversely degrades not only the original idea and its legacy but our intelligence as well. This film unlike the spruce goose could not fly for it had no plot in the principals returning for a 'necklace'. No script since it was apparently written and added to daily. No attention to camera or shots in mind. Poor lighting and special effects done for the sake of doing so. This film would not even pass for a student film in basic Film 101. How this pile got through no one can tell. It was a big loosing investment and it appears that no one had the strength to put this unnatural cruel mistake out of our miseries. This movie has one good part ...its END! This film is my #1 worst film of all time, finally ""Howard The Duck"" is no longer the goose.",0
"<br /><br />`The Last Frontier' is a superior western that overcomes numerous deficiencies in weaving its tale of trappers Jed (Victor Mature), Gus (James Whitmore) and Mongo (Pat Hogan) and their relationships with the army, particularly Captain Riordon (Guy Madison), Colonel Marston(Robert Preston) and Corrina Marston, colonel's wife (Anne Bancroft). Hired as scouts after losing their supplies to the Indians, Jed, Gus and Mungo adjust to living the `civilized' life within a fort on the edge of the `last frontier.' Jed, who has been raised by Gus, both inspires and looks up to the `older' Gus and Mungo, and has an especially difficult time dealing with `civilization.' His real problems start after he becomes strongly attracted to the colonel's wife, Corrina. Colonel Marstonis a reckless man, who endangers every one around him with his dreams of ruthless victory over any opponent. Corrina, a woman repressed by her station and sense of responsibility, loves her husband for what he could be and Jed for what he is. Caught in the middle is Captain Riordon, a brave and likeable man torn among his duty to the army, his strong friendship with Jed and his fear of the likely disastrous consequences of the colonel's recklessness. <br /><br />What makes this movie so interesting (as well as entertaining) is that, in most cases the weaknesses and the strengths of `The Last Frontier' are EXACTLY the same elements (forget the insipid title and dated music)<br /><br />First, the screenplay. Almost all of the subplots (particularly, the reckless Colonel) have been done better elsewhere, but have rarely been assembled with such eccentricity. Just when you THINK you know what is going to happen next, this one takes off in a DIFFERENT direction. POSSIBLE SPOILER: `The Last Frontier' being a `Production Code' movie (back in the day the word `virgin' was taboo), it's very surprising that the adultery factor was handled in such a mature, tolerant manner. I expected either Jed or the colonel's wife to reap some retribution for their sin. I was surprised and a little disappointed the movie didn't exploit that expectation to create a less predictable ending.<br /><br />Second, the casting. Mature is at least ten years too old to play the part of Jed, the wild-eyed innocent raised in the woods'. James Whitmore, who plays Gus, `the man who raised Jed' is actually five years younger than Mature. Nevertheless, Mature is very endearing, playing a character who is innocent of civilization but is in no way stupid. Although there were several actors who could have played the role at the time (most notably, Burt Lancaster and Kirk Douglas), none could have played Jed better. Preston (also Mature's junior) plays Colonel Marston, missing the tics and affectations one would expect from such a driven man. However, Preston perfectly captures the sense of honor someone must have seen in Marston to promote such a reckless fool to colonel's rank. Bancroft is an especially shrewd choice as Corrina. Bancroft's dark hair has been died blonde, and this achieves the same effect as it did for Winona Ryder (`Edward Scissorhands') and Christina Ricci (`Sleepy Hollow'). That is, I felt conflicted about the character without knowing exactly why; I believe the answer is that blondes and brunettes have considerably different skin tones and eye shades. Further, Bancroft has always projected a toughness that borders on hardness (here the blonde hair softens her up a bit, though). This enables the 24 year old Bancroft to stand toe to toe with both the 40 year old Mature and the 37 year old Preston; yep, she could be a colonel's wife. Madison walks a careful balancing act as Riordan, handling a complex role and sometimes ackward dialogue.Playing a role similar to that of John Wayne in `Fort Apache' Madison does a more skillful job at it.<br /><br />This movie has a `Silverado' type camaraderie. That alone makes it worth seeing. It also has memorable performances, beautiful scenerary and great action and direction. I just hope a letterbox version is available (many have been lost), because this movie takes full advantage of that format.",1
"The poster who called this ""Plotless and pointless"" literally took the words I would have used in my subject line. The only thing I'd add is ""passionless."" For a film made by a real life married couple and featuring lots of graphic sex scenes this movie manages to make what should be a sultry situation into one beyond ice cold. Dafoe and Colagrande look bored during the sex scenes, and the viewer might as well take a Valium and have done with it. Also, please, the women in the audience have seen WAY too many used tampons in their time, and any guy who is turned on by seeing Willem Dafoe pull a bloody tampon out of his wife's vagina really needs to get therapy.<br /><br />I think the key to the film (if there is one) is the restaurant scene where a waiter explains to the perpetually sleepy-eyed Dafoe what a ""deconstructed jambalaya"" is. (All the ingredients of the dish still separate rather than simmered together.) This movie is a ""deconstructed thriller"". All the elements are there: spooky, isolated house, dead spouse,creepy violins on the score, weirdo caretaker who comes and goes as he pleases, auto accident deaths and near deaths, characters with a secret past. Basically every thriller cliché you can think of, but NOTHING comes together. Everything just sits there and never meshes into a coherent plot or even an artsy mood piece. At the restaurant, Dafoe passes on the ""deconstructed jambalaya"". Prospective renters of this mess would do well to leave this deconstructed thriller on the video store shelf.",0
"This movie is important to those of us interested in western history because it makes use of authentic techniques in its production.<br /><br />The scenes of the wagon train are particularly authentic; so far as I know, it contains the only scenes ever filmed illustrating the techniques for river crossings at a bluff. The horses and mules have to be lowered to the river level and the wagons let down by ropes and pulleys. The scene is such that I could watch it over and again just trying to get a feel for what a crossing was like...and the early travelers did it time and time again while crossing the country.<br /><br />Melodrama aside, this picture is as authentic in dress and style as they come and worth watching for that alone.",1
"I thought this movie was fantastic. It was hilarious. Kinda reminded me of Spinal Tap. This is a must see for any fan of 70's rock. (I hope me and my friends aren't like that in twenty years!)<br /><br />Bill Nighy gives an excellent performance as the off kilter lead singer trying to recapture that old spirit,<br /><br />Stephen Rea fits perfectly into the movie as the glue trying to hold the band together, but not succeeding well.<br /><br />If you love music, and were ever in a band, this movie is definitely for you. You won't regret seeing this movie. I know I don't. Even my family found it funny, and that's saying something.",1
"An unexpected pleasure as I had heard nothing about this film.<br /><br />Shameful since it warrants having a wider audience.<br /><br />A wonderfully humane story with a social message gently told, although admittedly predictable in its resolution. Solidly acted by the principals. Beautifully photographed with muted colors floating against grey that captures the nostalgic tone of the film.<br /><br />My recent foray into Chinese film (Shower, The Road Home, Not One Less) has been an exciting one that I hope to continue exploring. China and its people is an amazing canvas for film-makers. ""The King of Masks"" can be highly recommended as a starting point for anyone similarly interested in recent Chinese film.<br /><br />",1
"DO not take this film seriously, rent it with some folks who want to play Mystery Science 3000, and you will probably laugh your butts off. The evil guys are so not scary, it's funny, it's like some dude from 7th grade with a sickle in a scarecrow get up. The acting is hilarious. I love the occasional self torture with a poor horror film and this really had me giggling. I recommend it on that basis. Of course recreational drugs will enhance the experience. Oh, there is a naked group swimming scene, that will allow for some star dust on the 5 star system. The token black male gets injured badly, but continues his joking as well as using the injured body part quite readily throughout. Enjoy this complete and utter disgrace to films.",0
"The film has no connection with the real life in Bosnia in those days. Should be more realistic and shows the viewer real traumas that were happening to common people during the war. Please see some films of Yugoslav authors (Emir Kusturica, Ljubisa Samardzic,...e.g. Bure baruta( A barrel of powder), Tito i ja (Tito and me), Lepa sela lepo gore (Beautiful Villages burn Beautiful), etc... Just this is the real way to know about so called Bosnian problem. Hollywood is definitive not th right address to make films about the Balcan peninsula. Maybe Vietnam, WW II,... but not of the Slavs living in former Yugoslavia.",0
"Not only was he invariably annoying to listen to, but he had NO jokes. I swear, some fobby Asian guy telling yo momma jokes would've been funnier than Leary's crap. (Well, maybe funny for a couple minutes but at least I'll be able to laugh at least once!) Leary claimed he stopped taking drugs during one of his ""jokes""... apparently he was still high on something; he was just some crackhead imprecating rants mostly drug related. One of his jokes was something like, 'I wouldn't use crack, especially having the same name as between my ass' - Oh man, how did he come up with that one?! I swear the only guy that needs to shut the f**k up is Denis Leary. Thank god I didn't have to see him live. This guy totally sucks.<br /><br />If you're easily amused by swearing, and ""jokes"" where you can come up with yourself, then waste your time with this junk.",0
"Anastasia: The Mystery of Anna was a two-part star studded historical T.V. movie based on the Peter Kurth book, Anastasia: The Riddle of Anna Anderson. It keeps up historically pretty much, names are changed etc. But sticks to the real story quite well. Omar Sharif and Claire Bloom do quite well as the Russian royals, Czar Nicholas and Czarina Alexandra. What stuck out in my mind was the all too short portrayals by Rex Harrison and Olivia De Havilland. All in all it was a pretty classy production with some fine acting. I was quite awestruck by the production values when it first aired on NBC in late 1986. Also starring was the fine German actor Jan Niklas who had previously starred in NBC's other Russian epic ""Peter the Great"". <br /><br />I felt that Part 2 skipped over some important details of Anna Anderson's trip to America. It's important to know too, that in 1986 less was known about the Anna Anderson story. Back then it was still not known whether her claim to be the Grand Duchess Anastasia was genuine. By the late 1990's more was known and Anna Anderson is now reputed to have been a fraud. <br /><br />Too bad the networks aren't making fine made-for-television movies like this anymore.",1
"Viva La Bam was one of those shows that I didn't have high if any expectations for, before seeing it, and I never even knew about it until I saw my friend watching it. I had thought Jackass was pretty funny but the stunts were just that, funny and I never really got into the show. When I watched Viva La Bam for the first time it was the complete opposite effect, I loved it. It had more of a TV Show feel to it, which a lot of the ""Reality Shows"" have today. I was hooked and I wanted to see what new scheme they were going to cook up for each episode. All the way to the last episode it held my interest and even though some of the ideas seemed rehashed at times, it always had a newer and funnier twist to it. Viva La Bam is one of those shows that get you hooked and I have yet to see another show that is quite like it.",1
"Here's one more beauty in the string of beautiful films directed by Eytan Fox. The movie presents the story of star-crossed lovers (one Israeli, one Palestinian)in modern Tel Aviv. The film's effectiveness comes not only from its depiction of cross-ethnic conflict, but of conflicts personal and political within ethnic groups as well. For example, there's a telling moment when one of the secondary characters, openly gay, is visited in the hospital by his boyfriend who brings him flowers and tries to kiss him in front of his visiting family, and suddenly we see a wave of awkward discomfort wash through the room. Clearly the young man is not as open as he seems, and the family not as accepting as he might want them to be, while the boyfriend is confused and rejected. A good deal of complexity is packed into a fleeting moment. As we know from Yossi & Jagger, Fox is a master at efficiently packing emotional and psychological complexity into brief sequences. The film is also effective for the even-handed way it presents the mutual brutalities that Israelies and Palestinians inflict on each other. If you're not heartless, you'll cry through the last third of the movie. Though the plot is melodramatic, it's so intelligently written and acted that it reminds us of how satisfying good melodrama can be.",1
"Take a look at those faces alongside the entrance to the jail. They're not the faces of Hollywood extras. Somebody in production was really smart to take filming to Oxford, Mississippi, because you can't get that kind of authenticity from a studio backlot. Scope out the narrow dusty roads, the frozen earth beneath, and the skeletal trees just barely hanging on. No wonder those faces look hard and unforgiving; they're just reflecting the soil from which they spring. Old man Lucas (Hernandez) better fear for his life, but then he springs from that same hard earth.<br /><br />The movie works because it tells a good story that neither preaches nor sentimentalizes and even has some suspense. Old man Lucas is not very likable. He's a victim and we sympathize, but he's also haughty and unfriendly. Wisely, the script refuses to sweeten him up. That way we're forced to recognize the effects of racism and injustice on even the less sympathetic. The script also wisely avoids dealing directly with racism since that tends to become preachy and less effective. Instead, we're shown how easily prejudice can convict an innocent man and condemn him to a horrible death. So, it's through our common instinct to see justice done that the effects of racism are exposed, a much more effective pathway. It also makes the actions of the sheriff and the lawyer more understandable since they are otherwise part of the Jim Crow system.<br /><br />Note how the movie doesn't attack segregation. It's doubtful that old man Lucas would want to mix with whites anyway and there's no hint that even lawyer Stevens (Brian) wants to cross the color line except to see justice done. No, the possibility of reconciliation lies in the future as symbolized by the kid (Jarman) whose head is not yet filled with ""notions"". He's not exactly friends with Lucas, but he has glimpsed the common humanity of being befriended after falling into the frozen creek. The last line of dialogue also shows him siding with his uncle, the lawyer, instead of his more hidebound parents (the dinner table scene is important and easily overlooked). The lawyer might not join a future civil rights march, but the kid might. That's the movie's realistically hopeful side.<br /><br />There was a bunch of racially themed movies during this brief 3 year period, 1949-51, (The Well, No Way Out, Home of the Brave, Lost Boundaries). Even famously detached MGM got into the mix with this little gem. Unfortunately, the McCarthy purges in Hollywood put an end to ""problem"" films that might not serve Cold War ends. Even so, each of these is worth catching up with, not only because they're good movies, but because even with the passage of 60 years and Jim Crow, they're still relevant.",1
"Without question, film is a powerful medium, more so now than ever before, due to the accessibility of DVD/video, which gives the filmmaker the added assurance that his story or message is going to be seen by possibly millions of people. Use of this medium, therefore, attaches an innate responsibility to the artist, inasmuch as film can be educational, as well as entertaining, which dictates that certain subjects should be approached accordingly and with a corresponding sensitivity and sensibility. A film like Spielberg's `Schindler's List,' for example, is important, in that it keeps alive the memory of that which must not be forgotten, and as history tends to repeat itself, Spielberg's film can be viewed as a valuable tool in preventing a recurrence of that tragedy. In that same vein, this film, `Focus,' directed by Neal Slavin, is important, in it illuminates the problematic reality of anti-Semitism, which for years beyond number has affected millions of people, is still unimaginably prevalent today, and like any manifestation of bigotry, will perpetuate itself if left unchecked or ignored. Born of a xenophobic strain, it's a disease infecting society which, unabated, could be terminal; and with it's penetrating insights into the condition, this film is an effective vaccine that just may at the very least help stem the proliferation of it, and hopefully may act as a step toward eradicating it altogether.<br /><br />Lawrence Newman (William H. Macy) served his country in the Great War, and has since lived a quiet, conventional life in New York. He's had the same job as a personnel director for some twenty years, and owns the house, located in an average, middle-class neighborhood, in which he lives with his mother (Kay Hawtrey). Lawrence is the kind of guy who gets by just fine by minding his own business and refusing to involve himself with matters that are not (he feels) his concern.<br /><br />All of that is about to change, however, as with the advent of World War 2, Lawrence, along with the owner of the corner market, Mr. Finkelstein (David Paymer), inexplicably finds himself a target of the neighborhood xenophobes, who have aligned themselves with the `Union Crusaders,' a national organization currently taken to channeling their fears and hatred upon Jews, or anyone who even `looks' like a Jew. And suddenly Lawrence finds that he can no longer just stand on the sidelines and watch the game being played; because now, he IS the game, whether he wants to be or not.<br /><br />Working from an intelligent, well written screenplay by Kendrew Lascelles, which he adapted from Arthur Miller's novel, Slavin presents a chilling scenario that incisively examines the effects of bigotry upon those against whom it is leveled; and when one considers the fact that this is not merely a hypothetical situation, but a depiction of reality, it becomes all the more disquieting, even unnerving. And what makes the film so effective is Slavin's obvious grasp of his subject, and his studied presentation, which is thought-provoking in it's subtlety. In the opening scene, Slavin establishes Lawrence's `character,' and very soon afterward reaffirms it in another scene, which affords the audience the opportunity to observe and assimilate how Lawrence's mind actually works; the thought processes that direct his life. With that in place, then, Slavin is able to take his audience along with Lawrence as his problems gradually begin to unfold. By so doing, he effectively illustrates how the problem evolves, rather than merely stating the problem and addressing it head on, which heightens the viewers emotional involvement, and ultimately enhances the impact of the film. <br /><br />Slavin makes an important statement with this film, which is not only an indictment of bigotry, but carries a cautionary message about apathy, as well. And to his credit, he never hits you over the head with it or engages in subjective finger-pointing to make his case; instead, he proceeds carefully, taking great pains to be as objective as possible with all that he is submitting for your consideration. His approach is that of a cinematic diplomat; and it's an approach that serves Slavin-- and his film-- quite well.<br /><br />As Lawrence, William H. Macy-- one of the best character actors in the business-- gives an amazing performance, establishing the credibility and believability of his character with a sensitive, honest and introspective portrayal. He never attempts to circumvent the personal flaws of Lawrence's nature, but uses them, instead, to create a character that is decidedly three-dimensional, which not only makes him convincing, but serves to reaffirm the integrity of the portrayal. What makes it so compelling is Macy's ability to convey the process by which he examines his own conscience, which successfully enables the viewer to share in the experience of his personal epiphany. In the final analysis, it's the strength of Macy's performance, more than anything else, that makes this film so significantly distinct. <br /><br />Another of the film's strengths is the performance turned in by Laura Dern, as Gertrude Hart, a portrayal that effectively complements Macy's work, as well as that of Slavin. Dern lends tremendous substance to her character, capturing her physically as well as emotionally, and her colorful zeal crates a striking contrast to Lawrence's reserve that works extremely well, for her character as well as the film itself.<br /><br />And just as Sean Combs recently (in `Monster's Ball') made a good case against dismissing out-of-hand the acting endeavors of an established `rock star,' Meat Loaf Aday gives a powerful performance here, as Fred, Lawrence's next-door neighbor. It demonstrates, too, that a true artist will produce, regardless of the kind of canvas he's given to work with.<br /><br />The supporting cast includes Michael Copeman (Carlson), Kenneth Welsh (Father Crighton), Joseph Ziegler (Gargan) and Arlene Meadows (Mrs. Dewitt). The kind of film that makes a filmmaker proud of his craft, `Focus,' offers a memorable experience that hopefully will prove to be enlightening, as well, to those unaware that such conditions have existed, and still do-- even in this, the land of the free. 10/10. <br /><br /> <br /><br />",1
"You know you're in trouble when the film your watching has numerous alternate titles. Generally it means that they tried and retried to hide the turkey in various markets. Such a turkey is The Brain Machine which has seven different titles.<br /><br />Its about some super secret government project that is suppose to be able to use a computer to read people but instead it drives people to kill each other or themselves, or something like that. Its filled with B level TV actors sitting in paneled room with lawn chairs trying to act a script that makes almost no sense.<br /><br />Its a turkey of the untastey kind. Avoid it.",0
"The only reason I am commenting is because I finally figured out why Dr. Cox was bald. Although we probably all realized it at the same time this week, Dr. Cox is bald because they showed these episodes in a different order than they filmed them. The latest episode when our favorite grumpy, Jesus-loving Nurse Roberts dies Dr. Cox shaves his head. The must have showed them out of order for some odd reason and forgot they slipped up the continuity. For shame, Scrubs. They've made mistakes like this before. I remember when Elliot is trying to date Scott Foley and her hair is wet 2 seconds before water hits her. I try not to notice these things, but my favorite show needs to step it up.",0
"I don't know what it is about this movie, the charisma of the two leads, their chemistry on screen, the chance to see Matthau's real-life son (you can't miss him)or Art Carney's performance but I love it. I've seen it a few times and never tire of watching it again. Rent and enjoy.",1
"""House of the Damned"" (also known as ""Spectre"") is one of your low budget haunted house horror flicks, filled with mediocre performances and cheap effects. It is about a family that inherits an old Irish mansion, and after moving in begin to experience strange phenomenon and ghostly apparitions, including the ghost of a young girl who was murdered and buried within a wall in the mansion's basement. The couple's young daughter is then whisked away into some other dimension and they seek help from a group of paranormal investigators for help.<br /><br />The ideas this film borrowed from the 1982 haunted house film ""Poltergeist"" are obvious. I will say that this movie does have some slightly creepy sequences, but it is sometimes very, very boring. The acting here is nothing special, the mood is alright, the score (which was mostly this dramatic Irish opera music) was somewhat annoying, and the CGI special effects are really horrible. I mean, it was 1996, you would think they could have done a little better than they did. The ending where the house was on fire was the poorest special effect I've seen, very very cheap. But hey, this was a cheap movie.<br /><br />Also, the translucent monster wolf thing that their daughter sees looks horribly fake. And what was it's significance in the film anyway? What the heck does a wolf-monster have to do with a haunted house? The special effects in here are what really ruined this movie. The acting was pretty bad too. I usually enjoy many low budget horror films, but not this one. ""House of the Damned"" is nothing special at all, only consider watching it if you have nothing better to do. But you'll probably want to pass on it. 4/10.",0
"I have seen many, many productions of The Nutcracker. Now perhaps I viewed this movie from the tainted point of view of a theatrical director, but I was disappointed. I'm sure people in the specific business of ballet choreography find this production impressive but from a purely theatrical perspective I found everything from design to choreography to be lackluster and unbefitting of a ""motion picture"". None of the traditionally ""weird"" and impressive costumes looked like what they were supposed to be (i.e. the candies didn't look like candies, the rats didn't look like rats but rather like chocolate kisses,) the acting was weak, perhaps toned down too much for the screen, and the choreography just didn't do anything for me. This makes the entire show very satisfactory (at best), as if it were intended to not set itself apart from any other production. But remember, again, this is from the artistic perspective of a theatrical director, not a dancer or a choreographer, but a straight male theatrical director.",0
"I found this movie hilarious. The spoofs on other popular movies of that time were some of the funniest I have seen in this sort of movie. Give it a try. If you saw the movies that this movie is spoofing, and you get the humor, you should enjoy the movie.<br /><br />I (and the others who watched the movie with me) felt the funniest part in the movie (this is not a spoiler because I will NOT tell you what actually happens) was a scene with the ""flashy thingy"" from MIB. When they first discover the device and do not know what it is does... and then again later in the movie... you'll understand when you get there.<br /><br />My only complaint about the movie is that I have never been able to find it in DVD so that I could buy a copy.",1
"I have to admit I've caught this one a few times on the USA Network. There's just something about the, well, sheer stupidity of this flick which makes me want to watch it whenever it's on. Yes, you're right about the sub-par acting, the plot which only an seven year old could like, etc. But I can't help feeling sympathetic toward some of the actors. Then again, a few of these actors signed up for the even more atrocious sequel.",0
"The first Robocop had a sense of cynical wit and a sick sense of violence. It was a fine line to walk, but Paul Verhoeven pulled it off and the film did so well, they made a sequel. How awful. (Possible Spoilers ahead - though anything that could spoil this is beyond me).<br /><br />Irvin Kershner is not the director for this type of film. He clearly did not understand the wit of the original and as a result the massive over-the-top senseless violence looks really bad - and worse is very distasteful. Even worse is the musical score. Leonard Rosenman was an old man from another era and the heroic, light music does not match the images on the screen at all! What was he scoring?! The Great American Hero?! Worst of all, he completely eliminated Robocop's theme from the first film, which was so memorable and perfect. Can you imagine a Superman film without John Williams' fanfare, or Indiana Jones, etc.? How could he do that?!!<br /><br />The plot is just a collection of ideas that don't gel. In beginning we see Robo ""stalking"" his old wife. Fine, good idea. But, they completely drop it after that. Then, there is this a stupid idea of the company reprogramming Robo to be nice. That's thrown in for 10 minutes and then is immediately dropped. Or, the silly idea that the repulsive 10 year old drug lord reminds Robo of his son - Once again, a weak motif that is shown briefly twice and dropped. This may work in a comic book, but not on film and Frank Miller was unfortunately too inexperienced at the time and threw every idea in along with the kitchen sink. It doesn't work as a whole.<br /><br />Some people here seem to be praising the corporate bashing in this film and the privatization of the police. That is the best part of the film that is consistent with the first. However, in the original, the old man was a tough business man out for a profit, but ultimately fair in the end. In this film, he is just pure evil in his lust for money and power. You can't just change characters like that for no reason. And Nancy Allen's character is useless in this film, whereas in the first she was essential to Robo's search for himself. She is as gratuitous as the violence in this film.<br /><br />And the violence, yes the violence. I enjoy many violent, bloody films when they serve purposes and are meant to tell a story. Irvin Kershner seems to get off on human beings being blown to bits, shot to pieces, children lusting for death and torture and peoples' desire for drugs. He doesn't know when to stop. Do we really need to see every last innocent bystander (even people trying to help others) get shot up???? It is inferred when we see the bad Robocop shooting repeatedly! Instead Mr. Kershner proves he has very little taste for this type of work and creates an abominable mess that is a terrible piece of pop art and worse, a disgusting message of violence for any young person watching this film.<br /><br />No, this film isn't meant to be message-y and I certainly don't watch Robocop movies or Alien or Predator movies for that reason. However, when you go too far and cross the line, much of what you do must be put into question. And as for this film, in the words of the evil kid drug dealer's last words as he dies, ""It still sucks"".",0
"Carole Lombard and James Stewart gamely try to inject some life and meaning into this bizarrely constructed film about the tribulations of a newlywed couple. The scenes play as if they were parceled out among various directors, each with a different goal. Some are Capra-cute, some screwball, some melodramatic, and some surprisingly noir. There's even an extended adventure sequence, when the plot suddenly focuses on a small plane flying through a blizzard. It's hard to say which scenes are the most incongruous, when the film as a whole is so erratic in tone, and the storyline not exactly believable. Only worth watching for film students or fans of the actors--some smaller parts, such as Judge Doolittle and the intrepid pilot, are also very well played.",0
"I think that this film is one of the funniest films i have ever seen. I think Debbie Reynolds is hilarious and the chemistry between her and Glenn Ford is perfect. There is not a dull moment in the film and Debbie looks beautiful as always. <br /><br />The story is about a showgirl Maggie(Debbie Reynolds) who meets a penniless soldier Joe (Glenn Ford). She takes an instant dislike to him but after he accidentally tears her dress, he returns it to her on the condition that she goes on one date with him. They end up getting married the night they have their date after just one kiss. Joe and Maggie move to Spain and find they have nothing in common but physical attraction, so Maggie proposes that for one month they live but not as man and wife which means that Joe is not allowed to kiss or sleep with Maggie, much to Joe's frustration.A hilarious plot and a wonderful film. Not to be missed.",1
"While the prices have gone up a lot, and some of the details have become dated, any homeowner who's struggled with problems of homeownership should get a lot of chuckles out of this movie. I know I did.<br /><br />Mr. Blandings, a New York ad executive, decides to move his family to the Connecticut suburbs and build himself a nice house there. He gets into one hilarious jam after another, from mortgages to lawsuits to construction difficulties, as the costs and schedule of the construction keep escalating out of control. I thought that the funniest scenes were where Blandings hires a contractor to dig a well for water. They dig down hundreds of feet, but never find water. Yet only a short distance away, a few days later, the basement of his house-to-be floods!<br /><br />Cary Grant and Myrna Loy give believable performances as the harried Blandings couple overwhelmed by problems they never imagined, and Melvyn Douglas is even better as Blanding's lawyer and family friend.<br /><br />The only caveat is that social attitudes have changed a lot since 1948. Mrs. Blandings is portrayed as a bit of a naive dimbulb who has no idea how much additional trouble she's causing, and there's a black maid (horrors!). So don't watch this movie through the social lens of 2003, and you'll enjoy it all the more.<br /><br />",1
"Contains Spoilers<br /><br />Luchino Visconti's film adaptation of Thomas Mann's novella is visually, if not philosophically, faithful to its source (Britten's opera offers a more faithful reading of the Apollonian/Dionysian struggles which consume the aging writer). It is certainly one of the most gorgeous films ever made.<br /><br /> In the Visconti version, the emphasis is more on the physical aspects of the story. Never has Venice looked more beautiful and alluring, more decadent and effete. If you've read the novella, it's like having the descriptions on its pages come to life. Dirk Bogarde gives an outstanding performance as Gustav von Aschenbach. Although he has very little dialogue, he conveys the bitterness, aroused passion and finally, pitiful yearning of Aschenbach through facial expressions alone. Bjorn Andresen, the young actor who plays Tadzio, the beautiful object of Aschenbach's desire, was perfectly cast. He too plays the part with facial expressions and gestures. The Tadzio character is pivotal to the story, so any actor in this role must be worthy of inspiring passion and desire. Visconti, with his incredible eye for beauty, knew exactly what he was doing. And changing Ashenbach from a writer to a composer based on Gustav Mahler, and then using Mahler's music, especially the Adagietto from the 5th Symphony, was another brilliant stroke. Although I'd read the Mann story before the film, Mahler's music and Death in Venice will always be inextricably linked in my mind. As will the haunting images which appear throughout the film, especially that last one of Ashenbach dying on the beach as Tadzio walks slowly into the sea.<br /><br /> One day this film will be released in DVD widescreen format and its visual splendors completely restored to us.",1
"I... No words. No words can describe this. I will try for the sake of those few brave people who stick knives into their toasters... after watching this show.<br /><br />This... Cosgrove person... Her acting is like watching a female gorilla dance upon the nest of highly agitated insects. Perhaps I exaggerate. However, I have a feeling that the description fits a regular day of writing this show.<br /><br />The characters in this repulsive pile of raw sewage are as useless as a small piece of space rock that flies into the sun on any day of the week. Though heart attacks have not been experienced while watching them act like fools on the cheaply built sets, I have no doubt that it will happen eventually.<br /><br />The main plot of this *belches loudly into the faces of the actors* is that of a foolish girl who hosts a live weekly web-cast on the creatively titled iCarly.com with her brainless friends, one of which owns equipment that the producers of this show probably couldn't afford. Her legal guardian is some kind of moron who is apparently her older brother.<br /><br />I haven't watched all of this show for fear of developing cancer, or perhaps a cold, but some of the plot points I have seen involve the brother getting stuck in an elevator, the doorman of the apartment almost dieing, and the world's fattest priest coming for a visit. No, really.<br /><br />Avoid this if you are over the age of unborn or if you have a history of joining mysterious cults due to mental trauma. If you do decide to watch it, laugh when the laugh-track tells you to, as this will drown out the repetitive noise that will eventually put you in a coma if you listen to it for too long. <br /><br />The show receives a one star rating because the IMDb inexplicably has not adopted the use of negative numbers.",0
"A group of friends come face-to-face with a family of hideous cannibals whilst camping in the beautiful German countryside.<br /><br />The 'mutant cannibal family' concept is almost as old as the hills that the inbred freaks often call home, so any director attempting to breath new life into the genre needs to come up with something pretty darn special in order to impress. With Barricade, Timo Rose tries to give the well-worn routine a Teutonic twist, by transplanting the action to The Black Forest and giving it the German low-budget splatter treatment. The result is a very bloody, but totally unoriginal effort that is made almost unwatchable thanks to some dreadful directorial decisionsin particular, the non-stop use of fancy filters and irritating editing techniques.<br /><br />Had Timo Rose not opted to utilise every naff trick his editing software offered him, then Barricade might have been a reasonably entertaining gore-fest: his inexperienced cast do reasonably well; the bloody effects are suitably stomach churning; and there are one or two scares and even some well conceived creepy moments. All of this, however, is completely ruined by the awful camera-work, choppy editing, and overwhelming barrage of visual gimmickry used to give the film the distressed look that is so inexplicably popular with today's film-makers.<br /><br />I give Barricade 3 out of 10 purely for the outlandish gore, which includes a nifty scene where a guy is forced to drink acid, loads of nasty wounds caused by a variety of sharp implements, and some pretty decent shotgun damage.",0
